declaracion.situacionPatrimonial.datosGenerales.curp,declaracion.situacionPatrimonial.ingresos.totalIngresosAnualesNetos.valor
CAJN830113MVZSRM07,307535
HIKS740404HDFNNN05,5349852
YBOG750417MDFBDR07,
YBOG750417MDFBDR07,6681900
YBOG750417MDFBDR07,6488892
YBOG750417MDFBDR07,6930636
SAPB810320MSNNRN05,
SAPB810320MSNNRN05,303030
YBOG750417MDFBDR07,6843336
SAPB810320MSNNRN05,1110396
SAPB810320MSNNRN05,1077228
SAPB810320MSNNRN05,983088
YBOG750417MDFBDR07,
SAPB810320MSNNRN05,1070088
YBOG750417MDFBDR07,7536108
SAPB810320MSNNRN05,
NEDM781019MPUV R08,105560
YBOG750417MDFBDR07,1810730
NEDM781019MPUV R08,506688
NEDM781019MPUV R08,
SAPB810320MSNNRN05,1059060
NEDM781019MPUV R08,506688
NEDM781019MPUV R08,506688
NEDM781019MPUV R08,506688
NEDM781019MPUV R08,
NEDM781019MPUV R08,506688
GRCT730212MVZRSM05,
GRCT730212MVZRSM05,2186810
GRCT730212MVZRSM05,6164388
GRCT730212MVZRSM05,6080088
GRCT730212MVZRSM05,6620184
GRCT730212MVZRSM05,
ORCG711024HAGZHL09,
GRCT730212MVZRSM05,6276732
ORCG711024HAGZHL09,402460
ORCG711024HAGZHL09,1616784
ORCG711024HAGZHL09,1574100
ORCG711024HAGZHL09,1492848
ORCG711024HAGZHL09,1657188
RUMÁ740213MDFZRG02,608904
RUMÁ740213MDFZRG02,
ORCG711024HAGZHL09,1732140
GRCT730212MVZRSM05,6699744
RUMÁ740213MDFZRG02,608904
RUMÁ740213MDFZRG02,126855
ORCG711024HAGZHL09,
RUMÁ740213MDFZRG02,608904
RUMÁ740213MDFZRG02,608904
METV760421HVZDJC04,
METV760421HVZDJC04,608904
RUMÁ740213MDFZRG02,608904
METV760421HVZDJC04,126855
RUMÁ740213MDFZRG02,
METV760421HVZDJC04,608904
METV760421HVZDJC04,608904
METV760421HVZDJC04,608904
METV760421HVZDJC04,608904
PAGJ781124HSNLRR09,600000
PAGJ781124HSNLRR09,
PAGJ781124HSNLRR09,125000
METV760421HVZDJC04,
PAGJ781124HSNLRR09,600000
PAGJ781124HSNLRR09,600000
PAGJ781124HSNLRR09,600000
PAGJ781124HSNLRR09,
PAGJ781124HSNLRR09,600000
MEAE700021MPUNÑS02,4749648
MEAE700021MPUNÑS02,4771332
MEAE700021MPUNÑS02,1480805
MEAE700021MPUNÑS02,5230308
MEAE700021MPUNÑS02,4877628
GIÁL811125HDFRLR06,
MEAE700021MPUNÑS02,
GIÁL811125HDFRLR06,376440
MEAE700021MPUNÑS02,4804152
GIÁL811125HDFRLR06,1734984
MEAE700021MPUNÑS02,
GIÁL811125HDFRLR06,1631700
GIÁL811125HDFRLR06,1680888
GIÁL811125HDFRLR06,1707756
GIÁL811125HDFRLR06,
GIÁL811125HDFRLR06,1797792
KAVO831002HSNRLT07,
KAVO831002HSNRLT07,4810740
KAVO831002HSNRLT07,1566110
KAVO831002HSNRLT07,5199540
KAVO831002HSNRLT07,5057388
KAVO831002HSNRLT07,5050128
KAVO831002HSNRLT07,4729548
KAVO831002HSNRLT07,
PEVM740423HVZÑLN03,
PEVM740423HVZÑLN03,1989485
PEVM740423HVZÑLN03,6408468
PEVM740423HVZÑLN03,5588952
SOAC720619MPULRR02,
PEVM740423HVZÑLN03,6018948
PEVM740423HVZÑLN03,5917200
PEVM740423HVZÑLN03,6000192
SOAC720619MPULRR02,1691880
SOAC720619MPULRR02,1680000
SOAC720619MPULRR02,393900
SOAC720619MPULRR02,1604748
PEVM740423HVZÑLN03,
SOAC720619MPULRR02,
SOAC720619MPULRR02,1585152
SOAC720619MPULRR02,1748412
CAXJ790411HPURNR04,608904
CAXJ790411HPURNR04,
CAXJ790411HPURNR04,126855
CAXJ790411HPURNR04,608904
CAXJ790411HPURNR04,608904
CAXJ790411HPURNR04,608904
MOZA830921MSNNMC06,
CAXJ790411HPURNR04,
MOZA830921MSNNMC06,5663928
MOZA830921MSNNMC06,2066370
MOZA830921MSNNMC06,5898684
MOZA830921MSNNMC06,6518892
CAXJ790411HPURNR04,608904
MOZA830921MSNNMC06,5820000
BABM890019HVZRRR05,
MOZA830921MSNNMC06,6045540
BABM890019HVZRRR05,160000
BABM890019HVZRRR05,768000
BABM890019HVZRRR05,768000
BABM890019HVZRRR05,768000
BABM890019HVZRRR05,768000
MOZA830921MSNNMC06,
BABM890019HVZRRR05,768000
MORÁ850201HPUTSG08,
BABM890019HVZRRR05,
MORÁ850201HPUTSG08,5233152
MORÁ850201HPUTSG08,1552985
MORÁ850201HPUTSG08,6217068
MORÁ850201HPUTSG08,5668992
CAHJ820313MAGSXS09,
MORÁ850201HPUTSG08,5933304
MORÁ850201HPUTSG08,
MORÁ850201HPUTSG08,4970484
CAHJ820313MAGSXS09,1624785
CAHJ820313MAGSXS09,5327964
CAHJ820313MAGSXS09,5028084
CAHJ820313MAGSXS09,5645556
CAHJ820313MAGSXS09,4951596
CAHJ820313MAGSXS09,
COTM700813MAGRJR04,289315
COTM700813MAGRJR04,
COTM700813MAGRJR04,1258248
COTM700813MAGRJR04,1352508
COTM700813MAGRJR04,1152408
COTM700813MAGRJR04,1311600
COTM700813MAGRJR04,1343952
CAHJ820313MAGSXS09,4998804
VERM710706MPULMR06,
VERM710706MPULMR06,6981048
COTM700813MAGRJR04,
VERM710706MPULMR06,7342140
VERM710706MPULMR06,1807615
VERM710706MPULMR06,6746352
KACJ730717MVZNRS03,
VERM710706MPULMR06,6725772
KACJ730717MVZNRS03,1708380
VERM710706MPULMR06,6738180
KACJ730717MVZNRS03,1650780
KACJ730717MVZNRS03,1673196
KACJ730717MVZNRS03,1575012
VERM710706MPULMR06,
KACJ730717MVZNRS03,
KACJ730717MVZNRS03,1629480
KACJ730717MVZNRS03,316540
YUAF750823MVZNRD02,
YUAF750823MVZNRD02,5324964
YUAF750823MVZNRD02,5562060
YUAF750823MVZNRD02,1620160
YUAF750823MVZNRD02,5643408
MUNC810326MDFRVR03,
MUNC810326MDFRVR03,126855
YUAF750823MVZNRD02,4562196
YUAF750823MVZNRD02,5888376
YUAF750823MVZNRD02,
MUNC810326MDFRVR03,608904
MUNC810326MDFRVR03,608904
MUNC810326MDFRVR03,608904
MUNC810326MDFRVR03,
MUNC810326MDFRVR03,608904
SAYJ781125MPULGL07,1669650
SAYJ781125MPULGL07,
SAYJ781125MPULGL07,5384532
MUNC810326MDFRVR03,608904
SAYJ781125MPULGL07,5299332
SAYJ781125MPULGL07,4947588
SAYJ781125MPULGL07,5446380
CHCO890814HDFHVT01,
CHCO890814HDFHVT01,105560
SAYJ781125MPULGL07,
CHCO890814HDFHVT01,506688
CHCO890814HDFHVT01,506688
SAYJ781125MPULGL07,4850400
CHCO890814HDFHVT01,506688
ESFR741018MVZCRS03,
ESFR741018MVZCRS03,425530
ESFR741018MVZCRS03,1589376
CHCO890814HDFHVT01,506688
CHCO890814HDFHVT01,
ESFR741018MVZCRS03,1599180
ESFR741018MVZCRS03,1678344
ESFR741018MVZCRS03,1757652
CHCO890814HDFHVT01,506688
VÉPM870914MPULGR09,
ESFR741018MVZCRS03,
ESFR741018MVZCRS03,1725564
VÉPM870914MPULGR09,600000
VÉPM870914MPULGR09,600000
VÉPM870914MPULGR09,125000
VÉPM870914MPULGR09,600000
VÉPM870914MPULGR09,
TAKR820920MSNMNS01,
VÉPM870914MPULGR09,600000
TAKR820920MSNMNS01,5340768
TAKR820920MSNMNS01,5940396
VÉPM870914MPULGR09,600000
DEVA730321MVZLRB07,
TAKR820920MSNMNS01,5754204
TAKR820920MSNMNS01,6512256
DEVA730321MVZLRB07,342195
TAKR820920MSNMNS01,5812116
DEVA730321MVZLRB07,1652628
DEVA730321MVZLRB07,1618524
TAKR820920MSNMNS01,1660020
TAKR820920MSNMNS01,
DEVA730321MVZLRB07,1725828
RIAS810016MDFVVL08,160000
RIAS810016MDFVVL08,
DEVA730321MVZLRB07,1519272
DEVA730321MVZLRB07,1705020
RIAS810016MDFVVL08,768000
DEVA730321MVZLRB07,
RIAS810016MDFVVL08,768000
RIAS810016MDFVVL08,768000
RIAS810016MDFVVL08,768000
CEOL710010MDFNLS04,
RIAS810016MDFVVL08,
CEOL710010MDFNLS04,600000
CEOL710010MDFNLS04,600000
RIAS810016MDFVVL08,768000
CEOL710010MDFNLS04,600000
CEOL710010MDFNLS04,125000
CEOL710010MDFNLS04,600000
CEOL710010MDFNLS04,600000
DELA750923HAGLNS03,160000
DELA750923HAGLNS03,
DELA750923HAGLNS03,768000
DELA750923HAGLNS03,768000
CEOL710010MDFNLS04,
DELA750923HAGLNS03,
DELA750923HAGLNS03,768000
DELA750923HAGLNS03,768000
DELA750923HAGLNS03,768000
KRMJ760004HVZRNS02,
KRMJ760004HVZRNS02,608904
KRMJ760004HVZRNS02,608904
KRMJ760004HVZRNS02,126855
KRMJ760004HVZRNS02,608904
KRMJ760004HVZRNS02,608904
KRMJ760004HVZRNS02,608904
COSO860521HAGVLT02,
COSO860521HAGVLT02,5832312
COSO860521HAGVLT02,5230140
COSO860521HAGVLT02,1654630
COSO860521HAGVLT02,5493120
KRMJ760004HVZRNS02,
COSO860521HAGVLT02,5208888
CAMM700821MAGNJR03,
CAMM700821MAGNJR03,608904
CAMM700821MAGNJR03,126855
CAMM700821MAGNJR03,608904
COSO860521HAGVLT02,
CAMM700821MAGNJR03,608904
CAMM700821MAGNJR03,608904
PUTB760013HPUGLR05,126855
CAMM700821MAGNJR03,608904
PUTB760013HPUGLR05,
PUTB760013HPUGLR05,608904
COSO860521HAGVLT02,4776504
PUTB760013HPUGLR05,608904
PUTB760013HPUGLR05,608904
CAMM700821MAGNJR03,
PUTB760013HPUGLR05,608904
PUTB760013HPUGLR05,608904
ÁVML810312HVZLRT07,
PUTB760013HPUGLR05,
ÁVML810312HVZLRT07,1620228
ÁVML810312HVZLRT07,1554888
ÁVML810312HVZLRT07,1630896
ÁVML810312HVZLRT07,385220
ÁVML810312HVZLRT07,1748172
ÁVML810312HVZLRT07,1598580
GURD710402MDFZBN03,
GURD710402MDFZBN03,600000
GURD710402MDFZBN03,125000
GURD710402MDFZBN03,600000
GURD710402MDFZBN03,600000
ÁVML810312HVZLRT07,
GURD710402MDFZBN03,600000
GURD710402MDFZBN03,
GURD710402MDFZBN03,600000
CESA850002MDFRLC08,
CESA850002MDFRLC08,1955830
CESA850002MDFRLC08,6489588
CESA850002MDFRLC08,5848524
CESA850002MDFRLC08,6434664
CESA850002MDFRLC08,5217648
CESA850002MDFRLC08,6154536
COCS830022MVZVSN08,
COCS830022MVZVSN08,506688
COCS830022MVZVSN08,506688
CESA850002MDFRLC08,
COCS830022MVZVSN08,105560
COCS830022MVZVSN08,506688
COCS830022MVZVSN08,506688
COCS830022MVZVSN08,506688
COCS830022MVZVSN08,
CEOV720512HAGDTR07,
CEOV720512HAGDTR07,1618235
CEOV720512HAGDTR07,5301300
CEOV720512HAGDTR07,3881184
CEOV720512HAGDTR07,4340028
CEOV720512HAGDTR07,4705176
KAMG790414HAGNDN04,
CEOV720512HAGDTR07,5028132
KAMG790414HAGNDN04,372815
CEOV720512HAGDTR07,
KAMG790414HAGNDN04,1508988
KAMG790414HAGNDN04,1545312
KAMG790414HAGNDN04,1670400
BAEI830226MVZCRN01,125000
KAMG790414HAGNDN04,1684368
BAEI830226MVZCRN01,
BAEI830226MVZCRN01,600000
KAMG790414HAGNDN04,
BAEI830226MVZCRN01,600000
KAMG790414HAGNDN04,1548540
BAEI830226MVZCRN01,600000
BAEI830226MVZCRN01,600000
BAEI830226MVZCRN01,
TEBT830015HDFRRM06,241955
BAEI830226MVZCRN01,600000
TEBT830015HDFRRM06,
TEBT830015HDFRRM06,1148004
TEBT830015HDFRRM06,1048788
TEBT830015HDFRRM06,1167348
TEBT830015HDFRRM06,1107804
ESCH781101HDFTTM09,
ESCH781101HDFTTM09,5866536
TEBT830015HDFRRM06,
ESCH781101HDFTTM09,6122532
ESCH781101HDFTTM09,1945310
ESCH781101HDFTTM09,6298236
CAAR780607HVZRBS08,1566415
ESCH781101HDFTTM09,6495300
TEBT830015HDFRRM06,1081776
ESCH781101HDFTTM09,
CAAR780607HVZRBS08,5035368
ESCH781101HDFTTM09,5965224
CAAR780607HVZRBS08,
CAAR780607HVZRBS08,6269928
CAAR780607HVZRBS08,5639340
CAFA820725HAGLN 04,
CAAR780607HVZRBS08,5835336
CAFA820725HAGLN 04,125000
CAAR780607HVZRBS08,5119404
CAFA820725HAGLN 04,600000
CAFA820725HAGLN 04,600000
CAAR780607HVZRBS08,
CAFA820725HAGLN 04,600000
CAFA820725HAGLN 04,600000
CAFA820725HAGLN 04,600000
CANF820527MDFRZL02,105560
CANF820527MDFRZL02,506688
CAFA820725HAGLN 04,
CANF820527MDFRZL02,506688
CANF820527MDFRZL02,506688
CANF820527MDFRZL02,
CANF820527MDFRZL02,506688
CANF820527MDFRZL02,506688
RAVA760019MDFNLG02,
CANF820527MDFRZL02,
RAVA760019MDFNLG02,768000
RAVA760019MDFNLG02,768000
RAVA760019MDFNLG02,768000
RAVA760019MDFNLG02,768000
RAVA760019MDFNLG02,768000
RAVA760019MDFNLG02,
RORR820917MDFLGL03,
RAVA760019MDFNLG02,160000
RORR820917MDFLGL03,1766295
RORR820917MDFLGL03,5573652
RORR820917MDFLGL03,5064060
RORR820917MDFLGL03,5441700
RORR820917MDFLGL03,5219652
RORR820917MDFLGL03,5757084
LAOC760409MVZRDR04,333735
RORR820917MDFLGL03,
LAOC760409MVZRDR04,1405848
LAOC760409MVZRDR04,
LAOC760409MVZRDR04,1188276
LAOC760409MVZRDR04,1189584
LAOC760409MVZRDR04,1179216
LAOC760409MVZRDR04,
CAGG770202HVZSRL02,
CAGG770202HVZSRL02,1483920
LAOC760409MVZRDR04,1250616
CAGG770202HVZSRL02,6148536
CAGG770202HVZSRL02,5873856
CAGG770202HVZSRL02,5635464
CAGG770202HVZSRL02,5521920
CAGG770202HVZSRL02,4803696
KIPC841005MVZNLL05,
CAGG770202HVZSRL02,
KIPC841005MVZNLL05,5397372
KIPC841005MVZNLL05,1581815
KIPC841005MVZNLL05,4731864
KIPC841005MVZNLL05,5079336
KIPC841005MVZNLL05,4942008
KIPC841005MVZNLL05,
KIPC841005MVZNLL05,4498920
PERA841014HSNDG 02,
PERA841014HSNDG 02,1618195
PERA841014HSNDG 02,5702004
PERA841014HSNDG 02,5078112
PERA841014HSNDG 02,5038188
RUDD890424MDFB V09,768000
PERA841014HSNDG 02,5709108
RUDD890424MDFB V09,
PERA841014HSNDG 02,6753936
RUDD890424MDFB V09,768000
RUDD890424MDFB V09,768000
RUDD890424MDFB V09,768000
PERA841014HSNDG 02,
BÁLJ781105MDFZYM03,374085
RUDD890424MDFB V09,
RUDD890424MDFB V09,160000
BÁLJ781105MDFZYM03,
BÁLJ781105MDFZYM03,1656360
BÁLJ781105MDFZYM03,1633116
BÁLJ781105MDFZYM03,1620480
RUDD890424MDFB V09,768000
BÁLJ781105MDFZYM03,1804368
BÁLJ781105MDFZYM03,1615872
MODL770705HAGTLR04,5890116
MODL770705HAGTLR04,
BÁLJ781105MDFZYM03,
MODL770705HAGTLR04,1999175
MODL770705HAGTLR04,5810076
MODL770705HAGTLR04,6001332
MODL770705HAGTLR04,6509652
JAAM770624HAGMGN07,
MODL770705HAGTLR04,
JAAM770624HAGMGN07,5092008
MODL770705HAGTLR04,5978940
JAAM770624HAGMGN07,1621140
JAAM770624HAGMGN07,5275224
JAAM770624HAGMGN07,5581824
JAAM770624HAGMGN07,5008356
JAAM770624HAGMGN07,5758440
JAAM770624HAGMGN07,
SEBA840225MAGDTT01,
SEBA840225MAGDTT01,5877276
SEBA840225MAGDTT01,6027624
SEBA840225MAGDTT01,5856156
POKE760504HPUNRP06,126855
POKE760504HPUNRP06,
SEBA840225MAGDTT01,6209964
SEBA840225MAGDTT01,2073525
POKE760504HPUNRP06,608904
SEBA840225MAGDTT01,5597064
SEBA840225MAGDTT01,
POKE760504HPUNRP06,608904
POKE760504HPUNRP06,608904
TECE890613HSNRRN07,105560
POKE760504HPUNRP06,608904
TECE890613HSNRRN07,
POKE760504HPUNRP06,608904
TECE890613HSNRRN07,506688
TECE890613HSNRRN07,506688
POKE760504HPUNRP06,
TECE890613HSNRRN07,506688
TECE890613HSNRRN07,
TECE890613HSNRRN07,506688
TECE890613HSNRRN07,506688
KORI790001HDFRMR03,
KORI790001HDFRMR03,5246988
KORI790001HDFRMR03,6184440
KORI790001HDFRMR03,2027750
KORI790001HDFRMR03,5228160
KORI790001HDFRMR03,5242800
KORI790001HDFRMR03,5764908
TEOL840427MPUJRR03,
TEOL840427MPUJRR03,1797060
KORI790001HDFRMR03,
TEOL840427MPUJRR03,5743188
TEOL840427MPUJRR03,5295876
TEOL840427MPUJRR03,4389696
TEOL840427MPUJRR03,4235532
JAEL840504HDFRQZ04,
TEOL840427MPUJRR03,5765100
JAEL840504HDFRQZ04,6242064
JAEL840504HDFRQZ04,1669205
JAEL840504HDFRQZ04,6922488
JAEL840504HDFRQZ04,6580884
JAEL840504HDFRQZ04,6294888
ZASL740018HAGPLN01,
TEOL840427MPUJRR03,
ZASL740018HAGPLN01,256665
ZASL740018HAGPLN01,1081368
JAEL840504HDFRQZ04,6834168
JAEL840504HDFRQZ04,
ZASL740018HAGPLN01,1232700
ZASL740018HAGPLN01,1117020
ZASL740018HAGPLN01,1096152
ZASL740018HAGPLN01,1098912
GIAC710922MAGLVT01,
GIAC710922MAGLVT01,768000
GIAC710922MAGLVT01,768000
GIAC710922MAGLVT01,160000
GIAC710922MAGLVT01,768000
GIAC710922MAGLVT01,768000
GIAC710922MAGLVT01,768000
ZASL740018HAGPLN01,
GIAC710922MAGLVT01,
SEDJ810003HDFRMZ07,
SEDJ810003HDFRMZ07,1780355
SEDJ810003HDFRMZ07,4552884
SEDJ810003HDFRMZ07,5577432
SEDJ810003HDFRMZ07,4911252
SEDJ810003HDFRMZ07,4854612
PAVE750321HPULLL01,
SEDJ810003HDFRMZ07,5873844
PAVE750321HPULLL01,312555
SEDJ810003HDFRMZ07,
PAVE750321HPULLL01,1122372
PAVE750321HPULLL01,1037652
PAVE750321HPULLL01,1125804
PAVE750321HPULLL01,1211700
PAVE750321HPULLL01,
PAVE750321HPULLL01,1173744
KAMA840107MDFNNF05,
KAMA840107MDFNNF05,1649615
KAMA840107MDFNNF05,5042400
KAMA840107MDFNNF05,4919424
KAMA840107MDFNNF05,5536596
RADR831104HAGM G09,
KAMA840107MDFNNF05,5287932
KAMA840107MDFNNF05,
KAMA840107MDFNNF05,4350324
RADR831104HAGM G09,1944920
RADR831104HAGM G09,6822156
RADR831104HAGM G09,7370808
KAMA891019HPUNRN03,
RADR831104HAGM G09,6187428
RADR831104HAGM G09,7571268
KAMA891019HPUNRN03,126855
KAMA891019HPUNRN03,608904
RADR831104HAGM G09,6148428
KAMA891019HPUNRN03,608904
RADR831104HAGM G09,
KAMA891019HPUNRN03,608904
KAMA891019HPUNRN03,608904
ALBJ740123HSNNNS04,
KAMA891019HPUNRN03,
ALBJ740123HSNNNS04,1607880
ALBJ740123HSNNNS04,424015
ALBJ740123HSNNNS04,1642896
ALBJ740123HSNNNS04,1508328
KAMA891019HPUNRN03,608904
ALBJ740123HSNNNS04,1658388
MACM740904MAGYNR04,2062905
ALBJ740123HSNNNS04,
MACM740904MAGYNR04,
ALBJ740123HSNNNS04,1627800
MACM740904MAGYNR04,5287704
MACM740904MAGYNR04,5607180
MACM740904MAGYNR04,6027540
MACM740904MAGYNR04,6252720
MACM740904MAGYNR04,6311868
MACM740904MAGYNR04,
DEGC830301HSN TR09,1814570
DEGC830301HSN TR09,
DEGC830301HSN TR09,6659712
DEGC830301HSN TR09,6261324
DEGC830301HSN TR09,5737380
DEGC830301HSN TR09,6808176
DEGC830301HSN TR09,5508516
MOLJ711016MPUNBR07,
DEGC830301HSN TR09,
MOLJ711016MPUNBR07,1136484
MOLJ711016MPUNBR07,1185240
MOLJ711016MPUNBR07,292960
MOLJ711016MPUNBR07,1112352
MOLJ711016MPUNBR07,1116768
CASS751013HVZSRB07,
MOLJ711016MPUNBR07,
CASS751013HVZSRB07,287320
MOLJ711016MPUNBR07,1189908
CASS751013HVZSRB07,1116960
CASS751013HVZSRB07,1204308
CASS751013HVZSRB07,1054200
ENIT780711MPURRM07,
CASS751013HVZSRB07,1170252
CASS751013HVZSRB07,
ENIT780711MPURRM07,370460
CASS751013HVZSRB07,971964
ENIT780711MPURRM07,1680240
ENIT780711MPURRM07,1621968
ENIT780711MPURRM07,1533708
ENIT780711MPURRM07,1622304
GUVJ840814MPULLL09,105560
GUVJ840814MPULLL09,
GUVJ840814MPULLL09,506688
ENIT780711MPURRM07,
GUVJ840814MPULLL09,506688
ENIT780711MPURRM07,1780356
GUVJ840814MPULLL09,506688
GUVJ840814MPULLL09,506688
GUVJ840814MPULLL09,506688
SUBI870024MDFRRN08,423030
GUVJ840814MPULLL09,
SUBI870024MDFRRN08,
SUBI870024MDFRRN08,1647480
SUBI870024MDFRRN08,1791828
SUBI870024MDFRRN08,1548072
SUBI870024MDFRRN08,1598160
SUBI870024MDFRRN08,1702272
FLVB760518HSNLRR09,
FLVB760518HSNLRR09,160000
FLVB760518HSNLRR09,768000
SUBI870024MDFRRN08,
FLVB760518HSNLRR09,768000
FLVB760518HSNLRR09,768000
FLVB760518HSNLRR09,768000
MEMM700126HDFZCN03,
FLVB760518HSNLRR09,768000
MEMM700126HDFZCN03,1666620
MEMM700126HDFZCN03,370715
FLVB760518HSNLRR09,
MEMM700126HDFZCN03,1702404
MEMM700126HDFZCN03,1633728
MEMM700126HDFZCN03,1642884
MEMM700126HDFZCN03,1589352
MEMM700126HDFZCN03,
CAAL810123MDFRBN05,
CAAL810123MDFRBN05,1774400
CAAL810123MDFRBN05,6376872
CAAL810123MDFRBN05,6065508
CAAL810123MDFRBN05,6016272
CAAL810123MDFRBN05,5692716
ARRH720102HPUTSR07,125000
CAAL810123MDFRBN05,
CAAL810123MDFRBN05,5267280
ARRH720102HPUTSR07,
ARRH720102HPUTSR07,600000
ARRH720102HPUTSR07,600000
ARRH720102HPUTSR07,600000
ARRH720102HPUTSR07,600000
ARRH720102HPUTSR07,600000
OTOE890921HAGRVT08,425990
ARRH720102HPUTSR07,
OTOE890921HAGRVT08,1605936
OTOE890921HAGRVT08,1674972
OTOE890921HAGRVT08,1623552
OTOE890921HAGRVT08,1724136
OTOE890921HAGRVT08,
OTOE890921HAGRVT08,1718964
SEFJ740212MDFPRN03,105560
SEFJ740212MDFPRN03,
SEFJ740212MDFPRN03,506688
SEFJ740212MDFPRN03,506688
OTOE890921HAGRVT08,
SEFJ740212MDFPRN03,506688
SEFJ740212MDFPRN03,506688
DEKJ861125MSNLRS08,365680
SEFJ740212MDFPRN03,506688
SEFJ740212MDFPRN03,
DEKJ861125MSNLRS08,
DEKJ861125MSNLRS08,1621692
DEKJ861125MSNLRS08,1652256
DEKJ861125MSNLRS08,1715160
DEKJ861125MSNLRS08,1671960
DEKJ861125MSNLRS08,1721268
SOVV880809HSNLCL01,
DEKJ861125MSNLRS08,
SOVV880809HSNLCL01,600000
SOVV880809HSNLCL01,125000
SOVV880809HSNLCL01,600000
SOVV880809HSNLCL01,600000
SOVV880809HSNLCL01,600000
SOVV880809HSNLCL01,600000
SOVV880809HSNLCL01,
KOCP880125MAGRRL03,
KOCP880125MAGRRL03,1814555
KOCP880125MAGRRL03,5326164
KOCP880125MAGRRL03,4582608
KOCP880125MAGRRL03,5465532
SAQA850020HVZLNR05,
KOCP880125MAGRRL03,4537044
KOCP880125MAGRRL03,
KOCP880125MAGRRL03,4832484
SAQA850020HVZLNR05,364215
SAQA850020HVZLNR05,1594260
SAQA850020HVZLNR05,1665204
SAQA850020HVZLNR05,1657200
SAQA850020HVZLNR05,1663416
SAQA850020HVZLNR05,
ORSJ840212HPUNNL07,
ORSJ840212HPUNNL07,160000
SAQA850020HVZLNR05,1807908
ORSJ840212HPUNNL07,768000
ORSJ840212HPUNNL07,768000
ORSJ840212HPUNNL07,768000
ORSJ840212HPUNNL07,768000
BRCP800112MAGRSL06,423575
ORSJ840212HPUNNL07,
BRCP800112MAGRSL06,1580892
BRCP800112MAGRSL06,
BRCP800112MAGRSL06,1626912
BRCP800112MAGRSL06,1520676
BRCP800112MAGRSL06,1523340
TEXJ871120MPUJCN06,
BRCP800112MAGRSL06,
ORSJ840212HPUNNL07,768000
TEXJ871120MPUJCN06,160000
TEXJ871120MPUJCN06,768000
BRCP800112MAGRSL06,1662192
TEXJ871120MPUJCN06,768000
TEXJ871120MPUJCN06,768000
TEXJ871120MPUJCN06,
URCR790801HVZSSL03,608904
TEXJ871120MPUJCN06,768000
TEXJ871120MPUJCN06,768000
URCR790801HVZSSL03,126855
URCR790801HVZSSL03,608904
URCR790801HVZSSL03,
URCR790801HVZSSL03,608904
URCR790801HVZSSL03,608904
JAVA890224MDFRC 03,1499124
JAVA890224MDFRC 03,1696260
URCR790801HVZSSL03,608904
JAVA890224MDFRC 03,
JAVA890224MDFRC 03,385300
JAVA890224MDFRC 03,1638504
URCR790801HVZSSL03,
JAVA890224MDFRC 03,1598472
JAVA890224MDFRC 03,1722060
JAVA890224MDFRC 03,
MACÁ791127MVZTRG04,
MACÁ791127MVZTRG04,1546015
MACÁ791127MVZTRG04,4705872
MACÁ791127MVZTRG04,5094636
MACÁ791127MVZTRG04,5500488
MACÁ791127MVZTRG04,4856832
CATE800415MPURMT03,
CATE800415MPURMT03,292305
MACÁ791127MVZTRG04,4482612
CATE800415MPURMT03,1235916
CATE800415MPURMT03,1252464
MACÁ791127MVZTRG04,
CATE800415MPURMT03,1233528
KRBG770027HDFRRL03,366305
KRBG770027HDFRRL03,
CATE800415MPURMT03,1109520
CATE800415MPURMT03,1227036
KRBG770027HDFRRL03,1615320
CATE800415MPURMT03,
KRBG770027HDFRRL03,1650072
ROSV731122HSNDNR08,
KRBG770027HDFRRL03,1489668
KRBG770027HDFRRL03,1655712
KRBG770027HDFRRL03,1767720
ROSV731122HSNDNR08,344440
ROSV731122HSNDNR08,1783332
ROSV731122HSNDNR08,1640004
KRBG770027HDFRRL03,
ROSV731122HSNDNR08,1638132
ROSV731122HSNDNR08,1654728
ROSV731122HSNDNR08,
ROSV731122HSNDNR08,1656048
VAIA700012HPULLT07,
VAIA700012HPULLT07,1530685
VAIA700012HPULLT07,5113128
VAIA700012HPULLT07,5626488
VAIA700012HPULLT07,4714092
VAIA700012HPULLT07,4594272
VAIA700012HPULLT07,5673888
QUHE860705HSNVRV03,
QUHE860705HSNVRV03,4718700
QUHE860705HSNVRV03,5187060
QUHE860705HSNVRV03,4416528
QUHE860705HSNVRV03,1628680
QUHE860705HSNVRV03,5718576
VAIA700012HPULLT07,
QUHE860705HSNVRV03,5492640
KRFS810115MAGRRN08,608904
KRFS810115MAGRRN08,126855
KRFS810115MAGRRN08,608904
QUHE860705HSNVRV03,
KRFS810115MAGRRN08,608904
KRFS810115MAGRRN08,
KRFS810115MAGRRN08,608904
ZAQA710820HDFYNB01,
ZAQA710820HDFYNB01,1947835
ZAQA710820HDFYNB01,5494992
KRFS810115MAGRRN08,608904
ZAQA710820HDFYNB01,5123676
KRFS810115MAGRRN08,
XARD800608MSNRVN02,
ZAQA710820HDFYNB01,5240208
ZAQA710820HDFYNB01,4907256
XARD800608MSNRVN02,608904
XARD800608MSNRVN02,126855
XARD800608MSNRVN02,608904
ZAQA710820HDFYNB01,5497812
XARD800608MSNRVN02,608904
XARD800608MSNRVN02,608904
XARD800608MSNRVN02,608904
ZAQA710820HDFYNB01,
XARD800608MSNRVN02,
